FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,No_Official_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Envelope_Unsealed_Civilian,No_Address_Envelope_Civilian,Multiple_Ballots_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
21925,TOWN OF EASTMAN - CRAWFORD COUNTY,WI,507,507,-88,25,,17,0,5,0,12,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,158,138,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,1,1,-99,0,0,-88,0,441,277,2,138,0,24,-88,VALID SKIP,-77
22000,TOWN OF EASTON - ADAMS COUNTY,WI,672,672,-88,49,,38,2,26,1,9,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,0,0,-88,-77,123,110,5,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,5,VALID SKIP,-77,1,1,-99,0,0,-88,0,573,406,1,110,0,56,-88,VALID SKIP,-77
22025,TOWN OF EASTON - MARATHON COUNTY,WI,845,845,-88,66,,22,3,10,1,7,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,195,160,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,773,577,1,160,0,35,-88,VALID SKIP,-77
22100,VILLAGE OF EAST TROY - WALWORTH COUNTY,WI,3130,3130,-88,282,,123,20,48,2,46,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,VALID SKIP,-77,REASON UNKNOWN,6,20,-99,1,0,-88,-77,899,795,4,2,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,1,1,-99,0,0,-88,0,2753,1200,7,793,0,751,-88,CATEGORY UNKNOWN,2
22125,TOWN OF EAST TROY - WALWORTH COUNTY,WI,3120,3120,-88,235,,131,22,44,6,51,0,3,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,5,11,-99,1,0,-88,-77,880,819,2,1,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,3,1,-99,1,1,-88,0,2843,1015,7,816,0,1001,-88,CATEGORY UNKNOWN,4
22225,TOWN OF EATON - BROWN COUNTY,WI,1170,1170,-88,102,,33,1,20,1,8,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,3,6,-99,0,0,-88,-77,245,215,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,1061,732,5,215,0,108,-88,CATEGORY UNKNOWN,1
22250,TOWN OF EATON - CLARK COUNTY,WI,327,327,-88,36,,4,0,2,0,2,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,0,-99,-77,-77,-77,-77,70,63,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,301,231,0,63,0,6,-88,CATEGORY UNKNOWN,1
22275,TOWN OF EATON - MANITOWOC COUNTY,WI,613,613,-88,61,,16,0,10,1,5,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,0,0,-88,-77,153,131,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,557,426,0,130,0,0,-88,CATEGORY UNKNOWN,1
22300,CITY OF EAU CLAIRE - MULTIPLE COUNTIES,WI,44163,44163,-88,4576,,2616,825,884,49,746,1,5,INCOMPLETE ELECTION DAY REGISTRATIONS,15,UNDELIVERABLE MAILING,11,REASON UNKNOWN,80,341,-99,7,1,-88,-77,14677,13326,34,15,-99,-99,-88,-88,-88,-99,3,-88,1,6,0,-88,-88,BALLOT WAS RETURNED BUT THE VOTER WAS NOT ELIGIBLE TO VOTE THE BALLOT,1,CERTIFICATION INSUFFICIENT,7,REASON NOT GIVEN,1,81,20,-99,7,1,-88,6,37013,14665,174,13292,0,8838,-88,CATEGORY UNKNOWN,44
22375,TOWN OF EAU GALLE - DUNN COUNTY,WI,524,524,-88,34,,29,1,13,0,13,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,2,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,143,109,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,475,352,0,108,0,13,-88,CATEGORY UNKNOWN,2
22400,TOWN OF EAU GALLE - ST. CROIX COUNTY,WI,854,854,-88,68,,24,8,7,0,9,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,-99,0,0,-88,-77,179,148,2,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,2,VALID SKIP,-77,1,1,-99,0,0,-88,0,764,598,1,148,0,16,-88,CATEGORY UNKNOWN,1
22425,TOWN OF EAU PLEINE - MARATHON COUNTY,WI,481,481,-88,38,,15,2,12,0,1,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,0,0,-88,-77,108,76,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,418,330,2,76,0,10,-88,VALID SKIP,-77
22450,TOWN OF EAU PLEINE - PORTAGE COUNTY,WI,724,724,-88,49,,26,3,14,0,9,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,-99,0,0,-88,-77,218,181,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,661,442,1,179,0,37,-88,CATEGORY UNKNOWN,2
22475,VILLAGE OF EDEN - FOND DU LAC COUNTY,WI,527,527,-88,47,,21,2,11,2,6,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,141,118,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,465,315,1,118,0,31,-88,VALID SKIP,-77
22500,TOWN OF EDEN - FOND DU LAC COUNTY,WI,759,759,-88,58,,23,0,12,1,9,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,VALID SKIP,-77,VALID SKIP,-77,4,-99,0,0,-88,-77,245,207,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,686,450,2,207,0,27,-88,VALID SKIP,-77
22525,TOWN OF EDEN - IOWA COUNTY,WI,249,249,-88,18,,7,2,3,0,1,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,1,0,-99,-77,-77,-77,-77,63,62,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,242,174,0,62,0,6,-88,VALID SKIP,-77
22550,VILLAGE OF EDGAR - MARATHON COUNTY,WI,956,956,-88,113,,35,2,23,0,8,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,VALID SKIP,-77,REASON UNKNOWN,1,4,-99,0,0,-88,-77,249,221,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,841,538,1,220,0,81,-88,CATEGORY UNKNOWN,1
22575,CITY OF EDGERTON - MULTIPLE COUNTIES,WI,3717,3717,-88,244,,158,18,63,5,65,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,7,40,-99,0,0,-88,-77,1361,1249,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,1,-99,0,0,-88,0,3215,1017,21,1246,0,927,-88,CATEGORY UNKNOWN,4
22625,TOWN OF EDGEWATER - SAWYER COUNTY,WI,449,449,-88,34,,26,5,10,0,8,0,0,VALID SKIP,-77,UNDELIVERABLE MAILING,2,REASON UNKNOWN,1,2,-99,0,0,-88,-77,148,137,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,401,251,1,136,0,12,-88,CATEGORY UNKNOWN,1
22750,TOWN OF EDSON - CHIPPEWA COUNTY,WI,575,575,-88,86,,18,1,7,0,10,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,70,62,1,1,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,501,406,2,62,0,31,-88,VALID SKIP,-77
22850,VILLAGE OF EGG HARBOR - DOOR COUNTY,WI,284,284,-88,12,,13,3,9,0,1,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,117,115,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,260,83,3,115,0,59,-88,VALID SKIP,-77
22875,TOWN OF EGG HARBOR - DOOR COUNTY,WI,1202,1202,-88,58,,47,7,19,1,19,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,1,12,-99,0,0,-88,-77,393,373,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,1083,444,6,371,0,259,-88,CATEGORY UNKNOWN,3
22925,TOWN OF EILEEN - BAYFIELD COUNTY,WI,520,520,-88,34,,15,0,8,1,6,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,0,0,-88,-77,159,139,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,473,330,1,139,0,0,-88,CATEGORY UNKNOWN,3
22950,TOWN OF EISENSTEIN - PRICE COUNTY,WI,435,435,-88,25,,21,0,14,1,6,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,-77,-77,-77,-77,119,108,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,394,278,0,108,0,8,-88,VALID SKIP,-77
22975,VILLAGE OF ELAND - SHAWANO COUNTY,WI,152,152,-88,12,,8,2,5,1,0,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,0,0,-88,-77,32,28,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,127,91,1,28,0,7,-88,VALID SKIP,-77
23000,TOWN OF ELBA - DODGE COUNTY,WI,753,753,-88,62,,28,3,15,3,5,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,2,VALID SKIP,-77,VALID SKIP,-77,6,-99,0,0,-88,-77,183,165,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,689,468,4,165,0,52,-88,VALID SKIP,-77
23050,TOWN OF ELCHO - LANGLADE COUNTY,WI,926,926,-88,69,,58,3,30,0,25,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,0,-99,-77,-77,-77,-77,260,220,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,810,540,0,219,0,50,-88,CATEGORY UNKNOWN,1
23075,VILLAGE OF ELDERON - MARATHON COUNTY,WI,105,105,-88,12,,3,0,0,0,3,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,0,-99,-77,-77,-77,-77,6,5,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,94,87,0,5,0,2,-88,VALID SKIP,-77
23100,TOWN OF ELDERON - MARATHON COUNTY,WI,414,414,-88,40,,20,2,8,1,7,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,2,VALID SKIP,-77,VALID SKIP,-77,5,-99,0,0,-88,-77,86,82,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,375,281,3,82,0,9,-88,VALID SKIP,-77
23150,TOWN OF ELDORADO - FOND DU LAC COUNTY,WI,973,973,-88,54,,28,2,14,1,9,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,2,1,-99,-77,-77,-77,-77,253,218,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,892,621,0,218,0,53,-88,VALID SKIP,-77
23175,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,WI,404,404,-88,44,,25,3,14,0,8,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,-77,-77,-77,-77,79,77,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,343,243,0,75,0,23,-88,CATEGORY UNKNOWN,2
23200,TOWN OF ELK - PRICE COUNTY,WI,777,777,-88,38,,29,3,20,0,6,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,-99,0,0,-88,-77,306,267,3,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,2,VALID SKIP,-77,1,1,-99,0,0,-88,0,710,391,2,267,0,50,-88,VALID SKIP,-77
23262,TOWN OF ELK GROVE - LAFAYETTE COUNTY,WI,263,263,-88,27,,2,0,1,0,1,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,0,0,-88,-77,38,31,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,234,196,1,31,0,6,-88,VALID SKIP,-77
23275,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,WI,837,837,-88,31,,55,11,36,0,6,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,2,2,-99,0,0,-88,-77,299,289,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,756,275,0,289,0,191,-88,CATEGORY UNKNOWN,1
23300,CITY OF ELKHORN - WALWORTH COUNTY,WI,5854,5854,-88,501,,316,55,107,10,102,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,4,UNDELIVERABLE MAILING,32,REASON UNKNOWN,6,40,-99,2,0,-88,-77,2111,1848,12,1,-99,-99,-88,-88,-88,-99,1,-88,0,4,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,5,REASON NOT GIVEN,1,2,1,-99,0,0,-88,0,5082,1927,17,1845,0,1290,-88,CATEGORY UNKNOWN,3
23325,VILLAGE OF ELK MOUND - DUNN COUNTY,WI,515,515,-88,39,,23,4,9,1,7,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,2,6,-99,0,0,-88,-77,147,121,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,427,290,1,121,0,15,-88,VALID SKIP,-77
23350,TOWN OF ELK MOUND - DUNN COUNTY,WI,1179,1179,-88,95,,35,5,10,0,15,0,0,VALID SKIP,-77,UNDELIVERABLE MAILING,2,REASON UNKNOWN,3,8,-99,0,0,-88,-77,364,326,1,1,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,1033,661,4,325,0,42,-88,CATEGORY UNKNOWN,1
23400,TOWN OF ELLENBORO - GRANT COUNTY,WI,367,367,-88,39,,14,2,3,0,3,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,6,1,-99,0,0,-88,-77,79,75,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,334,236,0,75,0,23,-88,VALID SKIP,-77
23425,TOWN OF ELLINGTON - OUTAGAMIE COUNTY,WI,2205,2205,-88,192,,59,4,25,2,24,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,4,7,-99,0,0,-88,-77,647,599,2,0,-99,-99,-88,-88,-88,-99,0,-88,0,1,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,1,1,-99,0,0,-88,0,1993,1262,1,599,0,131,-88,VALID SKIP,-77
23525,VILLAGE OF ELLSWORTH - PIERCE COUNTY,WI,1991,1991,-88,216,,74,11,36,0,24,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,3,11,-99,0,0,-88,-77,573,517,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,1,1,-99,0,0,-88,0,1649,836,5,516,0,289,-88,CATEGORY UNKNOWN,3
23550,TOWN OF ELLSWORTH - PIERCE COUNTY,WI,813,813,-88,57,,23,4,7,0,12,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,0,0,-88,-77,176,164,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,725,493,1,164,0,67,-88,VALID SKIP,-77
23575,VILLAGE OF ELM GROVE - WAUKESHA COUNTY,WI,5097,5097,-88,156,,253,51,96,3,89,0,3,VALID SKIP,-77,UNDELIVERABLE MAILING,3,REASON UNKNOWN,8,38,-99,1,0,-88,-77,2138,1914,6,5,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,2,2,-99,0,0,-88,0,4624,1079,31,1910,0,1599,-88,CATEGORY UNKNOWN,5
23700,VILLAGE OF ELMWOOD - PIERCE COUNTY,WI,490,490,-88,49,,41,17,16,0,6,0,1,VALID SKIP,-77,UNDELIVERABLE MAILING,1,VALID SKIP,-77,5,-99,0,0,-88,-77,104,99,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,426,294,1,99,0,32,-88,VALID SKIP,-77
23725,VILLAGE OF ELMWOOD PARK - RACINE COUNTY,WI,374,374,-88,14,,13,3,5,2,3,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,0,-99,-77,-77,-77,-77,124,101,2,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,2,VALID SKIP,-77,1,1,-99,0,0,-88,0,335,208,0,101,0,26,-88,VALID SKIP,-77
23775,TOWN OF EL PASO - PIERCE COUNTY,WI,492,492,-88,53,,17,3,8,2,4,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,1,0,-88,-77,95,83,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,450,346,0,83,0,20,-88,CATEGORY UNKNOWN,1
23800,CITY OF ELROY - JUNEAU COUNTY,WI,729,729,-88,84,,72,7,43,1,17,0,0,VALID SKIP,-77,UNDELIVERABLE MAILING,4,VALID SKIP,-77,8,-99,0,0,-88,-77,174,150,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,592,355,5,149,0,81,-88,CATEGORY UNKNOWN,2
23850,VILLAGE OF EMBARRASS - WAUPACA COUNTY,WI,222,222,-88,18,,13,3,8,0,2,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,0,0,-88,-77,27,23,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,190,156,0,22,0,11,-88,CATEGORY UNKNOWN,1
23925,TOWN OF EMERALD - ST. CROIX COUNTY,WI,564,564,-88,64,,17,3,6,0,8,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,96,81,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,515,416,1,81,0,17,-88,VALID SKIP,-77
23975,TOWN OF EMERY - PRICE COUNTY,WI,230,230,-88,15,,11,0,3,0,8,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,-99,0,0,-88,-77,91,76,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,209,128,1,76,0,4,-88,VALID SKIP,-77
24000,TOWN OF EMMET - DODGE COUNTY,WI,969,969,-88,68,,25,6,12,0,6,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,1,8,-99,0,0,-88,-77,252,228,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,872,483,1,228,0,159,-88,CATEGORY UNKNOWN,1
24025,TOWN OF EMMET - MARATHON COUNTY,WI,657,657,-88,40,,16,0,11,0,5,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,-99,0,0,-88,-77,131,123,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,594,449,3,123,0,19,-88,VALID SKIP,-77
24050,TOWN OF EMPIRE - FOND DU LAC COUNTY,WI,2094,2094,-88,100,,60,9,34,1,16,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,8,-99,0,0,-88,-77,758,706,1,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,VALID SKIP,-77,1,1,-99,0,0,-88,0,1946,1115,6,704,0,118,-88,CATEGORY UNKNOWN,3
24075,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,WI,234,234,-88,25,,12,0,4,0,7,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,1,2,-99,-77,-77,-77,-77,44,37,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,201,153,0,36,0,11,-88,CATEGORY UNKNOWN,1
24125,TOWN OF ENTERPRISE - ONEIDA COUNTY,WI,286,286,-88,21,,14,1,6,0,7,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,-99,-77,-77,-77,-77,96,72,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,252,180,0,72,0,0,-88,VALID SKIP,-77
24150,VILLAGE OF EPHRAIM - DOOR COUNTY,WI,296,296,-88,9,,19,6,5,0,8,0,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,-99,0,0,-88,-77,122,108,0,0,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,-99,0,0,-88,0,270,121,2,108,0,39,-88,VALID SKIP,-77
24225,TOWN OF ERIN - WASHINGTON COUNTY,WI,3085,3085,-88,148,,102,10,43,2,46,0,0,VALID SKIP,-77,VALID SKIP,-77,REASON UNKNOWN,1,23,-99,0,0,-88,1,911,846,4,2,-99,-99,-88,-88,-88,-99,0,-88,0,0,0,-88,-88,VALID SKIP,-77,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,1,1,1,-99,1,0,-88,1,2836,1112,15,844,0,861,-88,CATEGORY UNKNOWN,4
