FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Secrecy_Envelope_Rejected_Civilian,Multiple_Ballots_Envelope_Civilian,Envelope_Unsealed_Civilian,No_Postmark_Civilian,No_Address_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,Rejected_Jurisdiction_Eligibility_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
46150,VILLAGE OF LUBLIN - TAYLOR COUNTY,WI,80,80,-88,1,,14,0,9,1,4,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,3,3,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,47,43,0,3,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46175,TOWN OF LUCAS - DUNN COUNTY,WI,496,496,-88,14,,57,6,26,0,23,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,2,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,33,29,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,358,328,0,29,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46200,VILLAGE OF LUCK - POLK COUNTY,WI,684,684,-88,25,,121,6,66,2,47,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,3,-99,0,0,-88,0,59,56,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,424,361,1,56,0,6,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46225,TOWN OF LUCK - POLK COUNTY,WI,663,663,-88,36,,59,11,25,0,23,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,5,-99,0,0,-88,0,50,44,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,477,431,1,44,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46275,TOWN OF LUDINGTON - EAU CLAIRE COUNTY,WI,712,712,-88,33,,62,9,30,2,21,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,0,0,-88,0,53,39,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,553,501,1,39,0,12,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46400,VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY,WI,1528,1528,-88,78,,249,65,124,2,50,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,5,ADMINISTRATIVE ACTION,3,7,-99,-77,-77,-77,-77,114,102,1,1,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1144,976,0,102,0,66,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46425,TOWN OF LUXEMBURG - KEWAUNEE COUNTY,WI,1033,1033,-88,44,,97,17,56,0,21,0,1,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,2,ADMINISTRATIVE ACTION,0,4,-99,1,0,-88,0,60,57,2,2,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,795,737,0,57,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46525,TOWN OF LYNDON - JUNEAU COUNTY,WI,877,877,-88,44,,113,26,50,2,34,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,5,-99,0,0,-88,0,70,67,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,608,539,2,67,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46575,TOWN OF LYNDON - SHEBOYGAN COUNTY,WI,1098,1098,-88,63,,128,11,84,2,30,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,1,4,-99,0,0,-88,0,70,56,5,1,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,4,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,884,800,1,56,0,26,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,1
46600,VILLAGE OF LYNDON STATION - JUNEAU COUNTY,WI,256,256,-88,18,,61,8,34,0,12,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,6,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,23,22,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,184,162,0,22,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46625,TOWN OF LYNN - CLARK COUNTY,WI,322,322,-88,19,,31,3,19,0,9,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,22,16,1,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,246,230,0,16,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46650,TOWN OF LYNNE - ONEIDA COUNTY,WI,105,105,-88,7,,29,8,21,0,0,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,0,0,-88,0,12,12,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,86,74,0,12,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46675,VILLAGE OF LYNXVILLE - CRAWFORD COUNTY,WI,93,93,-88,9,,12,0,10,0,2,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,4,4,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,65,60,0,4,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46725,TOWN OF LYONS - WALWORTH COUNTY,WI,2324,2324,-88,114,,342,82,177,6,71,1,0,INCOMPLETE ELECTION DAY REGISTRATIONS,4,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,1,22,-99,0,1,-88,0,244,222,5,3,-99,-99,-88,-88,-99,-88,0,0,-88,-88,1,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1739,1365,3,215,0,148,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,8
46850,VILLAGE OF MCFARLAND - DANE COUNTY,WI,6541,6541,-88,387,,922,88,498,7,161,2,3,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,162,ADMINISTRATIVE ACTION,1,29,-99,1,1,-88,0,1199,1132,4,4,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,3,0,-88,3,5305,2613,5,1130,0,1552,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,5
46875,TOWN OF MACKFORD - GREEN LAKE COUNTY,WI,346,346,-88,13,,43,5,24,0,11,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,2,0,-99,-77,-77,-77,-77,30,22,1,1,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,263,239,0,22,0,2,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46900,TOWN OF MCKINLEY - POLK COUNTY,WI,250,250,-88,9,,30,2,22,1,5,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,-77,-77,-77,-77,26,23,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,201,178,0,23,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46925,TOWN OF MCKINLEY - TAYLOR COUNTY,WI,245,245,-88,12,,21,3,12,0,6,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,16,14,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,175,161,0,14,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
46975,TOWN OF MCMILLAN - MARATHON COUNTY,WI,1413,1413,-88,44,,141,29,71,1,39,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,1,ADMINISTRATIVE ACTION,0,4,-99,1,0,-88,0,147,135,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1091,935,0,135,0,21,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
47025,TOWN OF MADGE - WASHBURN COUNTY,WI,435,435,-88,9,,55,3,37,0,15,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,-77,-77,-77,-77,75,71,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,340,266,0,71,0,3,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48000,CITY OF MADISON - DANE COUNTY,WI,197353,197353,-88,26367,,39713,10282,16671,215,11263,2,63,INCOMPLETE ELECTION DAY REGISTRATIONS,124,UNDELIVERABLE MAILING,913,ADMINISTRATIVE ACTION,180,1855,-99,75,0,-88,3,36253,32544,202,181,-99,-99,-88,-88,-99,-88,1,1,-88,-88,5,2,-88,1,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,8,REASON NOT GIVEN,3,154,107,-99,128,30,-88,98,145766,88381,804,32389,12,23939,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,241
48025,TOWN OF MADISON - DANE COUNTY,WI,0,0,-88,0,,0,0,0,0,0,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-88,-77,-77,-77,-77,0,0,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,0,0,-88,0,0,-88,0,0,0,0,0,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48150,TOWN OF MAGNOLIA - ROCK COUNTY,WI,468,468,-88,10,,61,3,40,1,17,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,47,41,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,365,310,0,41,0,14,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48175,VILLAGE OF MAIDEN ROCK - PIERCE COUNTY,WI,91,91,-88,4,,10,5,2,0,3,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,4,4,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,59,54,0,4,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48200,TOWN OF MAIDEN ROCK - PIERCE COUNTY,WI,426,426,-88,18,,59,10,25,1,22,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,44,42,1,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,317,269,0,42,0,6,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48225,VILLAGE OF MAINE - MARATHON COUNTY,WI,1917,1917,-88,86,,189,11,118,1,59,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,9,-99,0,0,-88,0,248,232,3,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,3,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1496,1241,0,232,0,23,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48250,TOWN OF MAINE - OUTAGAMIE COUNTY,WI,547,547,-88,26,,54,11,31,2,10,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,1,-99,-77,-77,-77,-77,15,14,1,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,406,387,0,14,0,5,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48350,CITY OF MANAWA - WAUPACA COUNTY,WI,712,712,-88,56,,150,9,99,4,38,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,-77,-77,-77,-77,47,42,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,464,401,0,42,0,21,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48400,TOWN OF MANCHESTER - GREEN LAKE COUNTY,WI,450,450,-88,23,,52,0,32,0,20,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,1,-99,-77,-77,-77,-77,19,17,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,353,336,0,17,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48425,TOWN OF MANCHESTER - JACKSON COUNTY,WI,528,528,-88,25,,74,4,50,1,16,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,2,UNDELIVERABLE MAILING,1,ADMINISTRATIVE ACTION,0,4,-99,-77,-77,-77,-77,35,34,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,362,321,0,34,0,7,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48462,TOWN OF MANITOWISH WATERS - VILAS COUNTY,WI,614,614,-88,22,,92,19,54,1,16,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,2,0,-99,0,0,-88,0,96,90,1,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,1,REASON NOT GIVEN,0,1,1,-99,2,1,-88,1,519,378,0,90,1,46,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,4
48500,CITY OF MANITOWOC - MANITOWOC COUNTY,WI,19106,19106,-88,935,,7326,215,4603,29,822,5,3,INCOMPLETE ELECTION DAY REGISTRATIONS,2,UNDELIVERABLE MAILING,39,ADMINISTRATIVE ACTION,1608,95,-99,0,0,-88,0,2250,1991,19,7,-99,-99,-88,-88,-99,-88,0,0,-88,-88,2,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,10,REASON NOT GIVEN,0,10,10,-99,3,2,-88,1,13073,8871,11,1981,1,2195,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,14
48525,TOWN OF MANITOWOC - MANITOWOC COUNTY,WI,717,717,-88,35,,83,16,60,0,6,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,1,3,-99,-77,-77,-77,-77,74,60,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,577,516,0,59,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,1
48575,TOWN OF MANITOWOC RAPIDS - MANITOWOC COUNTY,WI,1654,1654,-88,64,,231,47,139,0,36,1,2,INCOMPLETE ELECTION DAY REGISTRATIONS,3,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,3,10,-99,-77,-77,-77,-77,226,220,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1339,1096,0,220,0,23,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48725,TOWN OF MAPLE - DOUGLAS COUNTY,WI,467,467,-88,18,,52,12,26,0,13,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,1,-99,-77,-77,-77,-77,52,49,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,358,303,0,49,0,6,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48750,VILLAGE OF MAPLE BLUFF - DANE COUNTY,WI,1217,1217,-88,60,,112,43,39,0,30,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,13,-99,0,0,-88,0,213,176,3,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,3,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,1021,673,4,175,0,168,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,1
48775,TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY,WI,388,388,-88,18,,49,6,26,0,16,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,1,ADMINISTRATIVE ACTION,0,1,-99,-77,-77,-77,-77,12,11,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,272,261,0,11,0,0,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48825,TOWN OF MAPLE GROVE - BARRON COUNTY,WI,528,528,-88,23,,65,2,36,1,23,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,1,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,2,3,-99,-77,-77,-77,-77,28,25,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,403,377,0,25,0,1,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48875,TOWN OF MAPLE GROVE - MANITOWOC COUNTY,WI,517,517,-88,13,,45,7,25,0,11,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,1,ADMINISTRATIVE ACTION,1,0,-99,-77,-77,-77,-77,28,25,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,399,371,0,25,0,3,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48900,TOWN OF MAPLE GROVE - SHAWANO COUNTY,WI,610,610,-88,18,,68,2,47,0,19,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,2,-99,0,0,-88,0,69,67,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,482,410,2,67,0,3,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48925,TOWN OF MAPLEHURST - TAYLOR COUNTY,WI,181,181,-88,15,,25,0,16,0,9,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,0,-99,-77,-77,-77,-77,10,10,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,147,135,0,10,0,2,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
48950,TOWN OF MAPLE PLAIN - BARRON COUNTY,WI,601,601,-88,28,,91,8,45,0,33,0,0,INCOMPLETE ELECTION DAY REGISTRATIONS,5,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,5,-99,0,0,-88,0,59,52,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,449,376,3,52,0,18,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
49000,TOWN OF MAPLE VALLEY - OCONTO COUNTY,WI,454,454,-88,22,,59,0,46,0,12,1,0,INCOMPLETE ELECTION DAY REGISTRATIONS,0,UNDELIVERABLE MAILING,0,ADMINISTRATIVE ACTION,0,3,-99,-77,-77,-77,-77,25,22,0,0,-99,-99,-88,-88,-99,-88,0,0,-88,-88,0,0,-88,0,-88,SUPERSEDING BALLOT ACCEPTED,0,CERTIFICATION INSUFFICIENT,0,REASON NOT GIVEN,0,1,1,-99,0,0,-88,0,337,311,0,22,0,4,-88,VOTED ABSENTEE WITH INCOMPLETE DATA,0
